 Time (decimal year), PREC (mm)
1991.916324,0
1991.916438,1
1991.916553,0
1991.916667,0
1991.916781,0
1991.916895,0
1991.917009,0
1991.917123,0
1991.917237,0
1991.917352,0
1991.917466,0
1991.91758,0
1991.917694,0
1991.917808,0
1991.917922,0
1991.918037,0
1991.918151,0
1991.918265,0
1991.918379,0
1991.918493,0
1991.918607,0
1991.918721,0
1991.918836,0
1991.91895,0
1991.919064,0
1991.919178,0
1991.919292,0
1991.919406,0
1991.919521,0
1991.919635,0
1991.919749,0
1991.919863,0
1991.919977,0
1991.920091,0
1991.920205,0
1991.92032,0
1991.920434,0
1991.920548,0
1991.920662,0
1991.920776,0
1991.92089,0
1991.921005,0
1991.921119,0
1991.921233,0
1991.921347,0
1991.921461,0
1991.921575,0
1991.921689,0
1991.921804,0
1991.921918,15.5
1991.922032,0
1991.922146,0
1991.92226,0
1991.922374,0
1991.922489,0
1991.922603,0
1991.922717,0
1991.922831,0
1991.922945,0
1991.923059,0
1991.923174,0
1991.923288,0
1991.923402,0
1991.923516,0
1991.92363,0
1991.923744,0
1991.923858,0
1991.923973,0
1991.924087,0
1991.924201,0
1991.924315,0
1991.924429,0
1991.924543,0
1991.924658,17.29999924
1991.924772,0
1991.924886,0
1991.925,0
1991.925114,0
1991.925228,0
1991.925342,0
1991.925457,0
1991.925571,0
1991.925685,0
1991.925799,0
1991.925913,0
1991.926027,0
1991.926142,0
1991.926256,0
1991.92637,0
1991.926484,0
1991.926598,0
1991.926712,0
1991.926826,0
1991.926941,0
1991.927055,0
1991.927169,0
1991.927283,0
1991.927397,0
1991.927511,0
1991.927626,0
1991.92774,0
1991.927854,0
1991.927968,0
1991.928082,0
1991.928196,0
1991.928311,0
1991.928425,0
1991.928539,0
1991.928653,0
1991.928767,0
1991.928881,0
1991.928995,0
1991.92911,0
1991.929224,0
1991.929338,0
1991.929452,0
1991.929566,0
1991.92968,0
1991.929795,0
1991.929909,0
1991.930023,0
1991.930137,6.900000095
1991.930251,0
1991.930365,0
1991.930479,0
1991.930594,0
1991.930708,0
1991.930822,0
1991.930936,0
1991.93105,0
1991.931164,0
1991.931279,0
1991.931393,0
1991.931507,0
1991.931621,0
1991.931735,0
1991.931849,0
1991.931963,0
1991.932078,0
1991.932192,0
1991.932306,0
1991.93242,0
1991.932534,0
1991.932648,0
1991.932763,0
1991.932877,0
1991.932991,0
1991.933105,0
1991.933219,0
1991.933333,0
1991.933447,0
1991.933562,0
1991.933676,0
1991.93379,0
1991.933904,0
1991.934018,0
1991.934132,0
1991.934247,0
1991.934361,0
1991.934475,0
1991.934589,0
1991.934703,0
1991.934817,0
1991.934932,0
1991.935046,0
1991.93516,0
1991.935274,0
1991.935388,0
1991.935502,0
1991.935616,0.100000001
1991.935731,0
1991.935845,0
1991.935959,0
1991.936073,0
1991.936187,0
1991.936301,0
1991.936416,0
1991.93653,0
1991.936644,0
1991.936758,0
1991.936872,0
1991.936986,0
1991.9371,0
1991.937215,0
1991.937329,0
1991.937443,0
1991.937557,0
1991.937671,0
1991.937785,0
1991.9379,0
1991.938014,0
1991.938128,0
1991.938242,0
1991.938356,0
1991.93847,0
1991.938584,0
1991.938699,0
1991.938813,0
1991.938927,0
1991.939041,0
1991.939155,0
1991.939269,0
1991.939384,0
1991.939498,0
1991.939612,0
1991.939726,0
1991.93984,0
1991.939954,0
1991.940068,0
1991.940183,0
1991.940297,0
1991.940411,0
1991.940525,0
1991.940639,0
1991.940753,0
1991.940868,0
1991.940982,0
1991.941096,0
1991.94121,0
1991.941324,0
1991.941438,0
1991.941553,0
1991.941667,0
1991.941781,0
1991.941895,0
1991.942009,0
1991.942123,0
1991.942237,0
1991.942352,0
1991.942466,0
1991.94258,0
1991.942694,0
1991.942808,0
1991.942922,0
1991.943037,0
1991.943151,0
1991.943265,0
1991.943379,0
1991.943493,0
1991.943607,0
1991.943721,0
1991.943836,0
1991.94395,0
1991.944064,0
1991.944178,0
1991.944292,0
1991.944406,0
1991.944521,0
1991.944635,0
1991.944749,0
1991.944863,0
1991.944977,0
1991.945091,0
1991.945205,0
1991.94532,0
1991.945434,0
1991.945548,0
1991.945662,0
1991.945776,0
1991.94589,0
1991.946005,0
1991.946119,0
1991.946233,0
1991.946347,0
1991.946461,0
1991.946575,0
1991.946689,0
1991.946804,0
1991.946918,0
1991.947032,0
1991.947146,0
1991.94726,0
1991.947374,0
1991.947489,0
1991.947603,0
1991.947717,0
1991.947831,0
1991.947945,0
1991.948059,0
1991.948174,0
1991.948288,0
1991.948402,0
1991.948516,0
1991.94863,0
1991.948744,0
1991.948858,0
1991.948973,0
1991.949087,0
1991.949201,0
1991.949315,4.099999905
1991.949429,0
1991.949543,0
1991.949658,0
1991.949772,0
1991.949886,0
1991.95,0
1991.950114,0
1991.950228,0
1991.950342,0
1991.950457,0
1991.950571,0
1991.950685,0
1991.950799,0
1991.950913,0
1991.951027,0
1991.951142,0
1991.951256,0
1991.95137,0
1991.951484,0
1991.951598,0
1991.951712,0
1991.951826,0
1991.951941,0
1991.952055,7.599999905
1991.952169,0
1991.952283,0
1991.952397,0
1991.952511,0
1991.952626,0
1991.95274,0
1991.952854,0
1991.952968,0
1991.953082,0
1991.953196,0
1991.953311,0
1991.953425,0
1991.953539,0
1991.953653,0
1991.953767,0
1991.953881,0
1991.953995,0
1991.95411,0
1991.954224,0
1991.954338,0
1991.954452,0
1991.954566,0
1991.95468,0
1991.954795,5.099999905
1991.954909,0
1991.955023,0
1991.955137,0
1991.955251,0
1991.955365,0
1991.955479,0
1991.955594,0
1991.955708,0
1991.955822,0
1991.955936,0
1991.95605,0
1991.956164,0
1991.956279,0
1991.956393,0
1991.956507,0
1991.956621,0
1991.956735,0
1991.956849,0
1991.956963,0
1991.957078,0
1991.957192,0
1991.957306,0
1991.95742,0
1991.957534,0.800000012
1991.957648,0
1991.957763,0
1991.957877,0
1991.957991,0
1991.958105,0
1991.958219,0
1991.958333,0
1991.958447,0
1991.958562,0
1991.958676,0
1991.95879,0
1991.958904,0
1991.959018,0
1991.959132,0
1991.959247,0
1991.959361,0
1991.959475,0
1991.959589,0
1991.959703,0
1991.959817,0
1991.959932,0
1991.960046,0
1991.96016,0
1991.960274,0
1991.960388,0
1991.960502,0
1991.960616,0
1991.960731,0
1991.960845,0
1991.960959,0
1991.961073,0
1991.961187,0
1991.961301,0
1991.961416,0
1991.96153,0
1991.961644,0
1991.961758,0
1991.961872,0
1991.961986,0
1991.9621,0
1991.962215,0
1991.962329,0
1991.962443,0
1991.962557,0
1991.962671,0
1991.962785,0
1991.9629,0
1991.963014,6.599999905
1991.963128,0
1991.963242,0
1991.963356,0
1991.96347,0
1991.963584,0
1991.963699,0
1991.963813,0
1991.963927,0
1991.964041,0
1991.964155,0
1991.964269,0
1991.964384,0
1991.964498,0
1991.964612,0
1991.964726,0
1991.96484,0
1991.964954,0
1991.965068,0
1991.965183,0
1991.965297,0
1991.965411,0
1991.965525,0
1991.965639,0
1991.965753,0
1991.965868,0
1991.965982,0
1991.966096,0
1991.96621,0
1991.966324,0
1991.966438,0
1991.966553,0
1991.966667,0
1991.966781,0
1991.966895,0
1991.967009,0
1991.967123,0
1991.967237,0
1991.967352,0
1991.967466,0
1991.96758,0
1991.967694,0
1991.967808,0
1991.967922,0
1991.968037,0
1991.968151,0
1991.968265,0
1991.968379,0
1991.968493,0
1991.968607,0
1991.968721,0
1991.968836,0
1991.96895,0
1991.969064,0
1991.969178,0
1991.969292,0
1991.969406,0
1991.969521,0
1991.969635,0
1991.969749,0
1991.969863,0
1991.969977,0
1991.970091,0
1991.970205,0
1991.97032,0
1991.970434,0
1991.970548,0
1991.970662,0
1991.970776,0
1991.97089,0
1991.971005,0
1991.971119,0
1991.971233,5.099999905
1991.971347,0
1991.971461,0
1991.971575,0
1991.971689,0
1991.971804,0
1991.971918,0
1991.972032,0
1991.972146,0
1991.97226,0
1991.972374,0
1991.972489,0
1991.972603,0
1991.972717,0
1991.972831,0
1991.972945,0
1991.973059,0
1991.973174,0
1991.973288,0
1991.973402,0
1991.973516,0
1991.97363,0
1991.973744,0
1991.973858,0
1991.973973,0
1991.974087,0
1991.974201,0
1991.974315,0
1991.974429,0
1991.974543,0
1991.974658,0
1991.974772,0
1991.974886,0
1991.975,0
1991.975114,0
1991.975228,0
1991.975342,0
1991.975457,0
1991.975571,0
1991.975685,0
1991.975799,0
1991.975913,0
1991.976027,0
1991.976142,0
1991.976256,0
1991.97637,0
1991.976484,0
1991.976598,0
1991.976712,0
1991.976826,0
1991.976941,0
1991.977055,0
1991.977169,0
1991.977283,0
1991.977397,0
1991.977511,0
1991.977626,0
1991.97774,0
1991.977854,0
1991.977968,0
1991.978082,0
1991.978196,0
1991.978311,0
1991.978425,0
1991.978539,0
1991.978653,0
1991.978767,0
1991.978881,0
1991.978995,0
1991.97911,0
1991.979224,0
1991.979338,0
1991.979452,0.100000001
1991.979566,0
1991.97968,0
1991.979795,0
1991.979909,0
1991.980023,0
1991.980137,0
1991.980251,0
1991.980365,0
1991.980479,0
1991.980594,0
1991.980708,0
1991.980822,0
1991.980936,0
1991.98105,0
1991.981164,0
1991.981279,0
1991.981393,0
1991.981507,0
1991.981621,0
1991.981735,0
1991.981849,0
1991.981963,0
1991.982078,0
1991.982192,0
1991.982306,0
1991.98242,0
1991.982534,0
1991.982648,0
1991.982763,0
1991.982877,0
1991.982991,0
1991.983105,0
1991.983219,0
1991.983333,0
1991.983447,0
1991.983562,0
1991.983676,0
1991.98379,0
1991.983904,0
1991.984018,0
1991.984132,0
1991.984247,0
1991.984361,0
1991.984475,0
1991.984589,0
1991.984703,0
1991.984817,0
1991.984932,0
1991.985046,0
1991.98516,0
1991.985274,0
1991.985388,0
1991.985502,0
1991.985616,0
1991.985731,0
1991.985845,0
1991.985959,0
1991.986073,0
1991.986187,0
1991.986301,0
1991.986416,0
1991.98653,0
1991.986644,0
1991.986758,0
1991.986872,0
1991.986986,0
1991.9871,0
1991.987215,0
1991.987329,0
1991.987443,0
1991.987557,0
1991.987671,0
1991.987785,0
1991.9879,0
1991.988014,0
1991.988128,0
1991.988242,0
1991.988356,0
1991.98847,0
1991.988584,0
1991.988699,0
1991.988813,0
1991.988927,0
1991.989041,0
1991.989155,0
1991.989269,0
1991.989384,0
1991.989498,0
1991.989612,0
1991.989726,0
1991.98984,0
1991.989954,0
1991.990068,0
1991.990183,0
1991.990297,0
1991.990411,0
1991.990525,0
1991.990639,0
1991.990753,0
1991.990868,0
1991.990982,0
1991.991096,0
1991.99121,0
1991.991324,0
1991.991438,0
1991.991553,0
1991.991667,0
1991.991781,0
1991.991895,0
1991.992009,0
1991.992123,0
1991.992237,0
1991.992352,0
1991.992466,0
1991.99258,0
1991.992694,0
1991.992808,0
1991.992922,0
1991.993037,0
1991.993151,0.300000012
1991.993265,0
1991.993379,0
1991.993493,0
1991.993607,0
1991.993721,0
1991.993836,0
1991.99395,0
1991.994064,0
1991.994178,0
1991.994292,0
1991.994406,0
1991.994521,0
1991.994635,0
1991.994749,0
1991.994863,0
1991.994977,0
1991.995091,0
1991.995205,0
1991.99532,0
1991.995434,0
1991.995548,0
1991.995662,0
1991.995776,0
1991.99589,24.39999962
1991.996005,0
1991.996119,0
1991.996233,0
1991.996347,0
1991.996461,0
1991.996575,0
1991.996689,0
1991.996804,0
1991.996918,0
1991.997032,0
1991.997146,0
1991.99726,0
1991.997374,0
1991.997489,0
1991.997603,0
1991.997717,0
1991.997831,0
1991.997945,0
1991.998059,0
1991.998174,0
1991.998288,0
1991.998402,0
1991.998516,0
1991.99863,0
1991.998744,0
1991.998858,0
1991.998973,0
1991.999087,0
1991.999201,0
1991.999315,0
1991.999429,0
1991.999543,0
1991.999658,0
1991.999772,0
1991.999886,0
1992,0
1992.000114,0
1992.000228,0
1992.000342,0
1992.000455,0
1992.000569,0
1992.000683,0
1992.000797,0
1992.000911,0
1992.001025,0
1992.001138,0
1992.001252,0
1992.001366,0
1992.00148,0
1992.001594,0
1992.001708,0
1992.001821,0
1992.001935,0
1992.002049,0
1992.002163,0
1992.002277,0
1992.002391,0
1992.002505,0
1992.002618,0
1992.002732,0
1992.002846,0
1992.00296,0
1992.003074,0
1992.003188,0
1992.003301,0
1992.003415,0
1992.003529,0
1992.003643,0
1992.003757,0
1992.003871,0
1992.003985,0
1992.004098,0
1992.004212,0
1992.004326,0
1992.00444,0
1992.004554,0
1992.004668,0
1992.004781,0
1992.004895,0
1992.005009,0
1992.005123,0
1992.005237,0
1992.005351,0
1992.005464,0
1992.005578,0
1992.005692,0
1992.005806,0
1992.00592,0
1992.006034,0
1992.006148,0
1992.006261,0
1992.006375,0
1992.006489,0
1992.006603,0
1992.006717,0
1992.006831,0
1992.006944,0
1992.007058,0
1992.007172,0
1992.007286,0
1992.0074,0
1992.007514,0
1992.007628,0
1992.007741,0
1992.007855,0
1992.007969,0
1992.008083,0
1992.008197,0
1992.008311,0
1992.008424,0
1992.008538,0
1992.008652,0
1992.008766,0
1992.00888,0
1992.008994,0
1992.009107,0
1992.009221,0
1992.009335,0
1992.009449,0
1992.009563,0
1992.009677,0
1992.009791,0
1992.009904,0
1992.010018,0
1992.010132,0
1992.010246,0
1992.01036,0
1992.010474,0
1992.010587,0
1992.010701,0
1992.010815,0
1992.010929,0
1992.011043,0
1992.011157,0
1992.01127,0
1992.011384,0
1992.011498,0
1992.011612,0
1992.011726,0
1992.01184,0
1992.011954,0
1992.012067,0
1992.012181,0
1992.012295,4.300000191
1992.012409,0
1992.012523,0
1992.012637,0
1992.01275,0
1992.012864,0
1992.012978,0
1992.013092,0
1992.013206,0
1992.01332,0
1992.013434,0
1992.013547,0
1992.013661,0
1992.013775,0
1992.013889,0
1992.014003,0
1992.014117,0
1992.01423,0
1992.014344,0
1992.014458,0
1992.014572,0
1992.014686,0
1992.0148,0
1992.014913,0
1992.015027,0.300000012
1992.015141,0
1992.015255,0
1992.015369,0
1992.015483,0
1992.015597,0
1992.01571,0
1992.015824,0
1992.015938,0
1992.016052,0
1992.016166,0
1992.01628,0
1992.016393,0
1992.016507,0
1992.016621,0
1992.016735,0
1992.016849,0
1992.016963,0
1992.017077,0
1992.01719,0
1992.017304,0
1992.017418,0
1992.017532,0
1992.017646,0
1992.01776,0
1992.017873,0
1992.017987,0
1992.018101,0
1992.018215,0
1992.018329,0
1992.018443,0
1992.018556,0
1992.01867,0
1992.018784,0
1992.018898,0
1992.019012,0
1992.019126,0
1992.01924,0
1992.019353,0
1992.019467,0
